AGI,symbol,FASTA header
AT2G28700,AGL46,AGAMOUS-like 46
AT2G40210,AGL48,AGAMOUS-like 48
AT1G60040,AGL49,AGAMOUS-like 49
AT1G59810,AGL50,AGAMOUS-like 50
AT4G02235,AGL51,AGAMOUS-like 51
AT4G11250,AGL52,AGAMOUS-like 52
AT5G27070,AGL53,AGAMOUS-like 53
AT5G27090,AGL54,AGAMOUS-like 54
AT1G60920,AGL55,AGAMOUS-like 55
AT1G60880,AGL56,AGAMOUS-like-56
AT3G04100,AGL57,AGAMOUS-like 57
AT1G28450,AGL58,AGAMOUS-like 58
AT1G28460,AGL59,AGAMOUS-like 59
AT2G45650,AGL6,AGAMOUS-like 6
AT2G24840,AGL61,AGAMOUS-like 61
AT5G60440,AGL62,AGAMOUS-like 62
AT1G29962,AGL64,AGAMOUS-like 64
AT1G18750,AGL65,AGAMOUS-like 65
AT1G77980,AGL66,AGAMOUS-like 66
AT1G77950,AGL67,AGAMOUS-like 67
AT5G51870,AGL71,AGAMOUS-like 71
AT5G51860,AGL72,AGAMOUS-like 72
AT5G41200,AGL75,AGAMOUS-like 75
AT5G40120,AGL76,AGAMOUS-like 76
AT5G38740,AGL77,AGAMOUS-like 77
AT5G65330,AGL78,AGAMOUS-like 78
AT3G30260,AGL79,AGAMOUS-like 79
AT5G60910,AGL8,AGAMOUS-like 8
AT5G48670,AGL80,AGAMOUS-like 80
AT5G39750,AGL81,AGAMOUS-like 81
AT5G58890,AGL82,AGAMOUS-like 82
AT5G49490,AGL83,AGAMOUS-like 83
AT1G54760,AGL85,AGAMOUS-like 85
AT1G31630,AGL86,AGAMOUS-like 86
AT1G22590,AGL87,AGAMOUS-like 87
AT2G11990,AGL88,AGAMOUS-like 88
AT5G27580,AGL89,AGAMOUS-like 89
AT5G27960,AGL90,AGAMOUS-like 90
AT3G66656,AGL91,AGAMOUS-like 91
AT1G31640,AGL92,AGAMOUS-like 92
AT5G26950,AGL93,AGAMOUS-like 93
AT1G69540,AGL94,AGAMOUS-like 94
AT2G15660,AGL95,AGAMOUS-like 95
AT5G06500,AGL96,AGAMOUS-like 96
AT1G46408,AGL97,AGAMOUS-like 97
AT5G39810,AGL98,AGAMOUS-like 98
AT5G04640,AGL99,AGAMOUS-like 99
AT1G48410,AGO1,ARGONAUTE 1
AT5G43810,AGO10,ARGONAUTE 10
AT1G31280,AGO2,argonaute 2
AT1G31290,AGO3,ARGONAUTE 3
AT2G27040,AGO4,ARGONAUTE 4
AT2G27880,AGO5,ARGONAUTE 5
AT2G32940,AGO6,ARGONAUTE 6
AT1G69440,AGO7,ARGONAUTE7
AT5G21150,AGO9,ARGONAUTE 9
AT5G64310,AGP1,arabinogalactan protein 1
AT4G09030,AGP10,arabinogalactan protein 10
AT3G01700,AGP11,arabinogalactan protein 11
AT3G13520,AGP12,arabinogalactan protein 12
AT4G26320,AGP13,arabinogalactan protein 13
AT5G56540,AGP14,arabinogalactan protein 14
AT5G11740,AGP15,arabinogalactan protein 15
AT2G46330,AGP16,arabinogalactan protein 16
AT2G23130,AGP17,arabinogalactan protein 17
AT4G37450,AGP18,arabinogalactan protein  18
AT1G68725,AGP19,arabinogalactan protein 19
AT2G22470,AGP2,arabinogalactan protein 2
AT3G61640,AGP20,arabinogalactan protein 20
AT1G55330,AGP21,arabinogalactan protein 21
AT5G53250,AGP22,arabinogalactan protein 22
AT3G57690,AGP23,arabinogalactan protein 23
AT5G40730,AGP24,arabinogalactan protein 24
AT5G18690,AGP25,arabinogalactan protein 25
AT2G47930,AGP26,arabinogalactan protein 26
AT3G06360,AGP27,arabinogalactan protein 27
AT4G40090,AGP3,arabinogalactan protein 3
AT2G33790,AGP30,arabinogalactan protein 30
AT1G28290,AGP31,arabinogalactan protein 31
AT5G10430,AGP4,arabinogalactan protein 4
AT3G20865,AGP40,arabinogalactan protein 40
AT5G24105,AGP41,arabinogalactan protein 41
AT1G35230,AGP5,arabinogalactan protein 5
AT5G14380,AGP6,arabinogalactan protein 6
AT5G65390,AGP7,arabinogalactan protein 7
AT2G14890,AGP9,arabinogalactan protein 9
AT2G13360,AGT,alanine:glyoxylate aminotransferase
AT4G39660,AGT2,alanine:glyoxylate aminotransferase 2
AT2G38400,AGT3,alanine:glyoxylate aminotransferase 3
AT4G01800,AGY1,Albino or Glassy Yellow 1
AT1G17260,AHA10,autoinhibited H(+)-ATPase isoform 10
AT5G06950,AHBP-1B,
AT5G51760,AHG1,ABA-hypersensitive germination 1
AT2G44880,AHG11,ABA hypersensitive germination 11
AT1G55870,AHG2,ABA-HYPERSENSITIVE GERMINATION 2
AT4G12080,AHL1,AT-hook motif nuclear-localized protein 1
AT2G33620,AHL10,AT-hook motif nuclear-localized protein 10 [Source:UniProtKB/Swiss-Prot;Acc:O22812]
AT3G61310,AHL11,AT-hook motif nuclear-localized protein 11 [Source:UniProtKB/Swiss-Prot;Acc:Q8L7L5]
AT1G63480,AHL12,AT-hook motif nuclear-localized protein 12 [Source:UniProtKB/Swiss-Prot;Acc:Q8LPN5]
AT4G17950,AHL13,AT-hook motif nuclear-localized protein 13 [Source:UniProtKB/Swiss-Prot;Acc:Q940I0]
AT3G04590,AHL14,AT-hook motif nuclear-localized protein 14 [Source:UniProtKB/Swiss-Prot;Acc:A1L4X7]
AT2G42940,AHL16,AT-hook motif nuclear-localized protein [Source:UniProtKB/TrEMBL;Acc:A0A178VQG3]
AT5G49700,AHL17,AT-hook motif nuclear-localized protein 17 [Source:UniProtKB/Swiss-Prot;Acc:Q9LTA2]
AT3G60870,AHL18,AT-hook motif nuclear-localized protein 18
AT3G04570,AHL19,AT-hook motif nuclear-localized protein 19
AT4G22770,AHL2,AT-hook motif nuclear-localized protein 2 [Source:UniProtKB/Swiss-Prot;Acc:O49658]
AT4G14465,AHL20,AT-hook motif nuclear-localized protein 20
AT2G45430,AHL22,AT-hook motif nuclear-localized protein 22
AT4G17800,AHL23,AT-hook motif nuclear-localized protein 23 [Source:UniProtKB/Swiss-Prot;Acc:O23620]
AT4G22810,AHL24,AT-hook motif nuclear-localized protein [Source:UniProtKB/TrEMBL;Acc:A0A178V625]
AT4G12050,AHL26,AT-hook motif nuclear-localized protein 26 [Source:UniProtKB/Swiss-Prot;Acc:Q9SZ70]
AT4G25320,AHL3,AT-hook motif nuclear-localized protein 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SB31]
AT5G51590,AHL4,AT-hook motif nuclear-localized protein 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9FHM5]
AT1G63470,AHL5,AT-hook motif nuclear-localized protein 5 [Source:UniProtKB/Swiss-Prot;Acc:Q8GXB3]
AT5G62260,AHL6,AT-hook motif nuclear-localized protein 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9LVB0]
AT4G00200,AHL7,AT-hook motif nuclear-localized protein 7 [Source:UniProtKB/Swiss-Prot;Acc:Q4V3E0]
AT5G46640,AHL8,AT-hook motif nuclear-localized protein 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9FIR1]
AT2G45850,AHL9,AT-hook motif nuclear-localized protein 9 [Source:UniProtKB/Swiss-Prot;Acc:O80834]
AT3G21510,AHP1,histidine-containing phosphotransmitter 1
AT1G13330,AHP2,Arabidopsis Hop2 homolog
AT3G29350,AHP2,histidine-containing phosphotransmitter 2
AT5G39340,AHP3,histidine-containing phosphotransmitter 3
AT3G16360,AHP4,HPT phosphotransmitter 4
AT1G03430,AHP5,histidine-containing phosphotransfer factor 5
AT2G46510,AIB,ABA-inducible BHLH-type transcription factor
AT3G05800,AIF1,AtBS1(activation-tagged BRI1 suppressor 1)-interacting factor 1
AT1G33960,AIG1,AVRRPT2-INDUCED GENE 1
AT3G28930,AIG2,AVRRPT2-INDUCED GENE 2
AT3G28940,AIG2B,Protein AIG2 B [Source:UniProtKB/Swiss-Prot;Acc:Q9MBH2]
AT3G28950,AIG2C,Protein AIG2 C [Source:UniProtKB/Swiss-Prot;Acc:Q9MBH1]
AT5G39720,AIG2L,avirulence induced gene 2 like protein
AT5G39730,AIG2LB,AIG2-like protein B [Source:UniProtKB/Swiss-Prot;Acc:Q9FIX1]
AT2G24390,AIG2LD,AIG2-like protein D [Source:UniProtKB/Swiss-Prot;Acc:A8MRP2]
AT1G72570,AIL1,AP2-like ethylene-responsive transcription factor AIL1 [Source:UniProtKB/Swiss-Prot;Acc:Q1PFE1]
AT5G57390,AIL5,AINTEGUMENTA-like 5
AT5G10510,AIL6,AINTEGUMENTA-like 6
AT5G65510,AIL7,AINTEGUMENTA-like 7
AT5G19140,AILP1,
AT4G29010,AIM1,ABNORMAL INFLORESCENCE MERISTEM
AT2G01330,AIP1-1,Actin-interacting protein 1-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZU34]
AT3G18060,AIP1-2,Actin-interacting protein 1-2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LV35]
AT5G20910,AIP2,ABI3-interacting protein 2
AT1G08780,AIP3,ABI3-interacting protein 3
AT4G12550,AIR1,Auxin-Induced in Root cultures 1
AT3G07390,AIR12,Auxin-Induced in Root cultures 12
AT4G12545,AIR1B,Putative lipid-binding protein AIR1B [Source:UniProtKB/Swiss-Prot;Acc:Q9ZSP6]
AT2G04160,AIR3,AUXIN-INDUCED IN ROOT CULTURES 3
AT2G34680,AIR9,AUXIN-INDUCED IN ROOT CULTURES 9
AT4G23450,AIRP1,ABA Insensitive RING Protein 1
AT5G01520,AIRP2,ABA Insensitive RING Protein 2
AT3G02020,AK3,aspartate kinase 3
AT1G31230,AK-HSDH I,aspartate kinase-homoserine dehydrogenase i
AT4G19710,AK-HSDH II,aspartate kinase-homoserine dehydrogenase ii
AT5G21170,AKINBETA1,
AT5G13280,AK-LYS1,aspartate kinase 1
AT4G39940,AKN2,APS-kinase 2
AT4G35450,AKR2,ankyrin repeat-containing protein 2
AT2G17390,AKR2B,ankyrin repeat-containing 2B
AT2G37790,AKR4C10,Aldo-keto reductase family 4 member C10
AT3G53880,AKR4C11,Aldo-keto reductase family 4 member C11
AT2G37760,AKR4C8,Aldo-keto reductase family 4 member C8
AT5G66055,AKRP,ankyrin repeat protein
AT5G05610,AL1,alfin-like 1
AT3G11200,AL2,alfin-like 2
AT3G42790,AL3,alfin-like 3
AT5G26210,AL4,alfin-like 4
AT5G20510,AL5,alfin-like 5
AT2G02470,AL6,alfin-like 6
AT1G14510,AL7,alfin-like 7
AT5G04930,ALA1,aminophospholipid ATPase 1
AT3G25610,ALA10,Phospholipid-transporting ATPase 10 [Source:UniProtKB/Swiss-Prot;Acc:Q9LI83]
AT5G44240,ALA2,aminophospholipid ATPase 2
AT1G59820,ALA3,aminophospholipid ATPase 3
AT1G17500,ALA4,Phospholipid-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A178W5K3]
AT1G72700,ALA5,Probable phospholipid-transporting ATPase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q9SGG3]
AT1G54280,ALA6,Phospholipid-transporting ATPase 6 [Source:UniProtKB/Swiss-Prot;Acc:Q9SLK6]
AT3G13900,ALA7,Probable phospholipid-transporting ATPase 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9LVK9]
AT3G27870,ALA8,Probable phospholipid-transporting ATPase 8 [Source:UniProtKB/Swiss-Prot;Acc:Q9LK90]
AT1G17290,AlaAT1,alanine aminotransferas
AT1G72330,ALAAT2,alanine aminotransferase 2
AT1G50200,ALATS,Alanyl-tRNA synthetase
AT1G08520,ALB1,ALBINA 1
AT2G28800,ALB3,ALBINO 3
AT1G65080,ALB3L2,"ALBINO3-like protein 2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8L718]"
AT3G44370,ALB3L3,"ALBINO3-like protein 3, mitochondrial [Source:UniProtKB/Swiss-Prot;Acc:Q0WUC5]"
AT1G24490,ALB4,ALBINA 4
AT5G67110,ALC,ALCATRAZ
AT2G13810,ALD1,AGD2-like defense response protein 1
AT1G74920,ALDH10A8,aldehyde dehydrogenase 10A8
AT3G48170,ALDH10A9,aldehyde dehydrogenase 10A9
AT2G24270,ALDH11A3,aldehyde dehydrogenase 11A3
AT5G62530,ALDH12A1,aldehyde dehydrogenase 12A1
AT3G66658,ALDH22A1,aldehyde dehydrogenase 22A1
AT3G48000,ALDH2B4,aldehyde dehydrogenase 2B4
AT1G23800,ALDH2B7,aldehyde dehydrogenase 2B7
AT3G24503,ALDH2C4,aldehyde dehydrogenase 2C4
AT4G36250,ALDH3F1,aldehyde dehydrogenase 3F1
AT1G44170,ALDH3H1,aldehyde dehydrogenase 3H1
AT4G34240,ALDH3I1,aldehyde dehydrogenase 3I1
AT1G79440,ALDH5F1,aldehyde dehydrogenase 5F1
AT2G14170,ALDH6B2,aldehyde dehydrogenase  6B2
AT1G54100,ALDH7B4,aldehyde dehydrogenase 7B4
AT1G62340,ALE1,ABNORMAL LEAF-SHAPE 1
AT2G20300,ALE2,Abnormal Leaf Shape 2
AT5G11030,ALF4,ABERRANT LATERAL ROOT FORMATION 4
AT3G23560,ALF5,ABERRANT LATERAL ROOT FORMATION 5
AT5G02410,ALG10,homolog of yeast ALG10
AT1G02145,ALG12,homolog of asparagine-linked glycosylation 12
AT2G47760,ALG3,asparagine-linked glycosylation 3
AT3G12740,ALIS1,ALA-interacting subunit 1
AT5G46150,ALIS2,Putative ALA-interacting subunit 2 [Source:UniProtKB/Swiss-Prot;Acc:Q67YS6]
AT1G54320,ALIS3,ALA-interacting subunit 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9SLK2]
AT1G79450,ALIS5,ALA-interacting subunit 5
AT2G22260,ALKBH2,homolog of E. coli alkB
AT4G24080,ALL1,aldolase like
AT1G08430,ALMT1,aluminum-activated malate transporter 1
AT4G17585,ALMT11,Putative aluminum-activated malate transporter 11 [Source:UniProtKB/Swiss-Prot;Acc:Q3E9Z9]
AT4G17970,ALMT12,"aluminum-activated, malate transporter 12"
AT5G46600,ALMT13,Aluminum-activated malate transporter 13 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS23]
AT5G46610,ALMT14,Aluminum-activated malate transporter 14 [Source:UniProtKB/Swiss-Prot;Acc:Q9LS22]
AT1G08440,ALMT2,Aluminum-activated malate transporter 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9SJE8]
AT1G18420,ALMT3,Putative aluminum-activated malate transporter 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9LPQ8]
AT1G25480,ALMT4,Aluminum-activated malate transporter 4 [Source:UniProtKB/Swiss-Prot;Acc:Q9C6L8]
AT1G68600,ALMT5,Aluminum-activated malate transporter 5 [Source:UniProtKB/Swiss-Prot;Acc:Q93Z29]
AT2G17470,ALMT6,ALuminium activated Malate Transporter 6
AT2G27240,ALMT7,Aluminum-activated malate transporter 7 [Source:UniProtKB/Swiss-Prot;Acc:Q9XIN1]
AT3G18440,ALMT9,aluminum-activated malate transporter 9
AT4G04955,ALN,allantoinase
AT5G60360,ALP,aleurain-like protease
AT3G63270,ALP1,Protein ANTAGONIST OF LIKE HETEROCHROMATIN PROTEIN 1 [Source:UniProtKB/Swiss-Prot;Acc:Q94K49]
AT1G73680,ALPHA DOX2,alpha dioxygenase
AT5G22770,alpha-ADR,alpha-adaptin
AT5G22780,ALPHAC-AD,AP-2 complex subunit alpha-2 [Source:UniProtKB/Swiss-Prot;Acc:Q8LPK4]
AT3G56450,ALPHA-SNAP1,alpha-soluble NSF attachment protein 1
AT3G56190,ALPHA-SNAP2,alpha-soluble NSF attachment protein 2
AT2G25940,ALPHA-VPE,alpha-vacuolar processing enzyme
AT2G37330,ALS3,ALUMINUM SENSITIVE 3
AT1G35290,ALT1,"Acyl-acyl carrier protein thioesterase ATL1, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C7I5]"
AT1G35250,ALT2,"Acyl-acyl carrier protein thioesterase ATL2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q9C7I8]"
AT1G68260,ALT3,"Acyl-acyl carrier protein thioesterase ATL3, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:Q8W583]"
AT5G27610,ALY1,ALWAYS EARLY 1
AT3G05380,ALY2,ALWAYS EARLY 2
AT5G02530,ALY2,THO complex subunit 4B [Source:UniProtKB/Swiss-Prot;Acc:Q8L719]
AT3G21430,ALY3,ALWAYS EARLY 3
AT1G66260,ALY3,THO complex subunit 4C [Source:UniProtKB/Swiss-Prot;Acc:Q94EH8]
AT5G37720,ALY4,ALWAYS EARLY 4
AT4G32660,AME3,
AT1G08980,AMI1,amidase 1
AT5G47840,AMK2,adenosine monophosphate kinase
AT3G54720,AMP1,ALTERED MERISTEM PROGRAM 1
AT1G65770,AMR1,ascorbic acid mannose pathway regulator 1
AT2G16910,AMS,ABORTED MICROSPORES
AT1G48790,AMSH1,associated molecule with the SH3 domain of STAM 1
AT1G10600,AMSH2,associated molecule with the SH3 domain of STAM 2
AT4G16144,AMSH3,associated molecule with the SH3 domain of STAM 3
AT4G13510,AMT1;1,ammonium transporter 1;1
AT1G64780,AMT1;2,ammonium transporter 1;2
AT3G24300,AMT1;3,ammonium transporter 1;3
AT4G28700,AMT1;4,ammonium transporter 1;4
AT3G24290,AMT1;5,ammonium transporter 1;5
AT2G38290,AMT2,ammonium transporter 2
AT4G25000,AMY1,alpha-amylase-like
AT1G76130,AMY2,alpha-amylase-like 2
AT1G69830,AMY3,alpha-amylase-like 3
AT1G01510,AN,ANGUSTIFOLIA
AT5G28640,AN3,ANGUSTIFOLIA 3
AT1G62700,ANAC026,Arabidopsis NAC domain containing protein 26
AT5G18270,ANAC087,Arabidopsis NAC domain containing protein 87
AT5G54610,ANK,ankyrin
AT5G02620,ANK1,ankyrin-like1
AT5G61230,ANK6,ankyrin repeat protein 6
AT4G00730,ANL2,ANTHOCYANINLESS 2
AT1G68090,ANN5,annexin 5
AT5G10220,ANN6,annexin 6
AT1G35720,ANNAT1,annexin 1
AT5G65020,ANNAT2,annexin 2
AT2G38760,ANNAT3,annexin 3
AT2G38750,ANNAT4,annexin 4
AT5G10230,ANNAT7,annexin 7
AT5G12380,ANNAT8,annexin 8
AT2G38240,ANS,Probable 2-oxoglutarate-dependent dioxygenase ANS [Source:UniProtKB/Swiss-Prot;Acc:O80449]
AT4G37750,ANT,AINTEGUMENTA
AT3G11900,ANT1,aromatic and neutral transporter 1
AT4G00370,ANTR2,
AT3G04690,ANX1,ANXUR1
AT5G28680,ANX2,ANXUR2
AT5G14760,AO,L-aspartate oxidase
AT4G14940,AO1,amine oxidase 1
AT5G20960,AO1,aldehyde oxidase 1
AT1G04580,AO4,aldehyde oxidase 4
AT1G70580,AOAT2,alanine-2-oxoglutarate aminotransferase 2
AT3G25760,AOC1,allene oxide cyclase 1
AT3G25770,AOC2,allene oxide cyclase 2
AT3G25780,AOC3,allene oxide cyclase 3
AT1G13280,AOC4,allene oxide cyclase 4
AT4G03070,AOP1,
AT4G03060,AOP2,alkenyl hydroxalkyl producing 2
AT4G03060-Cvi,AOP2-Cvi,alkenyl hydroxalkyl producing 2 - Cape Verde Islands
AT4G03050,AOP3,
AT1G23740,AOR,alkenal/one oxidoreductase
AT5G42650,AOS,allene oxide synthase
AT3G22370,AOX1A,alternative oxidase 1A
AT3G22360,AOX1B,alternative oxidase 1B
AT3G27620,AOX1C,alternative oxidase 1C
AT1G32350,AOX1D,alternative oxidase 1D
AT5G64210,AOX2,alternative oxidase 2
AT1G69120,AP1,APETALA1
AT1G47830,AP17,AP complex subunit sigma [Source:UniProtKB/TrEMBL;Acc:A0A178W398]
AT1G05020,AP180,Clathrin coat assembly protein AP180 [Source:UniProtKB/Swiss-Prot;Acc:Q9ZVN6]
AT2G17380,AP19,associated protein 19
AT1G10730,AP1M1,AP-1 complex subunit mu-1 [Source:UniProtKB/Swiss-Prot;Acc:Q9SAC9]
AT4G36920,AP2,APETALA 2
AT3G54340,AP3,APETALA 3
AT2G32800,AP4.3A,
AT4G24550,AP4M,AP4M [Source:UniProtKB/TrEMBL;Acc:A0A178UX13]
AT2G20790,AP5M,AP-5 complex subunit mu [Source:UniProtKB/Swiss-Prot;Acc:Q8W0Z6]
AT1G11910,APA1,aspartic proteinase A1
AT1G62290,APA2,Aspartic proteinase A2 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYL3]
AT4G04460,APA3,Aspartic proteinase A3 [Source:UniProtKB/Swiss-Prot;Acc:Q9XEC4]
AT5G61810,APC1,ATP/phosphate carrier 1
AT2G18290,APC10,anaphase promoting complex 10
AT3G05870,APC11,anaphase-promoting complex/cyclosome 11
AT2G04660,APC2,anaphase-promoting complex/cyclosome 2
AT5G51050,APC2,ATP/phosphate carrier 2
AT5G07320,APC3,ATP/phosphate carrier 3
AT4G21530,APC4,anaphase promoting complex 4
AT1G06590,APC5,Anaphase-promoting complex subunit 5 [Source:UniProtKB/Swiss-Prot;Acc:Q8H1U4]
AT1G78770,APC6,anaphase promoting complex 6
AT2G39090,APC7,anaphase-promoting complex 7
AT3G48150,APC8,anaphase-promoting complex subunit 8
AT1G49050,APCB1,Aspartyl protease APCB1 [Source:UniProtKB/Swiss-Prot;Acc:Q9M9A8]
AT2G38185,APD1,ABERRANT POLLEN DEVELOPMENT 1
AT5G01450,APD2,ABERRANT POLLEN DEVELOPMENT 2
AT2G38220,APD3,ABERRANT POLLEN DEVELOPMENT 3
AT2G38195,APD4,ABERRANT POLLEN DEVELOPMENT 4
AT5G38660,APE1,ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT
AT3G48425,APE1L,DNA-(apurinic or apyrimidinic site) lyase [Source:UniProtKB/TrEMBL;Acc:A0A178VA84]
AT5G46110,APE2,ACCLIMATION OF PHOTOSYNTHESIS TO  ENVIRONMENT 2
AT4G36050,APE2,DNA-(apurinic or apyrimidinic site) lyase 2 [Source:UniProtKB/Swiss-Prot;Acc:F4JNY0]
AT3G10572,APEM9,ABERRANT PEROXISOME MORPHOLOGY 9
AT2G17760,APF1,Aspartyl protease family protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q8VYV9]
AT1G01300,APF2,Aspartyl protease family protein 2 [Source:UniProtKB/Swiss-Prot;Acc:Q9LNJ3]
AT3G16370,APG,GDSL esterase/lipase APG [Source:UniProtKB/Swiss-Prot;Acc:Q9LU14]
AT1G20130,APG,Anther-specific proline-rich protein APG [Source:UniProtKB/Swiss-Prot;Acc:P40602]
AT3G63410,APG1,ALBINO OR PALE GREEN MUTANT 1
AT2G36230,APG10,ALBINO AND PALE GREEN 10
AT3G13970,APG12B,AUTOPHAGY 12 B
AT2G01110,APG2,ALBINO AND PALE GREEN 2
AT3G62910,APG3,ALBINO AND PALE GREEN
AT5G17290,APG5,AUTOPHAGY 5
AT5G45900,APG7,AUTOPHAGY 7
AT4G21980,APG8A,AUTOPHAGY 8A
AT3G15580,APG8H,AUTOPHAGY 8H
AT2G31260,APG9,autophagy 9
AT2G14750,APK,APS kinase
AT1G07570,APK1A,
AT1G14370,APK2A,protein kinase 2A
AT2G02800,APK2B,protein kinase 2B
AT3G03900,APK3,adenosine-5'-phosphosulfate (APS) kinase 3
AT5G67520,APK4,adenosine-5'-phosphosulfate (APS) kinase 4
AT1G79430,APL,ALTERED PHLOEM DEVELOPMENT
AT5G19220,APL1,ADP glucose pyrophosphorylase large subunit 1
AT1G27680,APL2,ADPGLC-PPase large subunit
AT4G39210,APL3,
AT2G21590,APL4,
AT4G33090,APM1,aminopeptidase M1
AT1G64810,APO1,ACCUMULATION OF PHOTOSYSTEM ONE 1
AT5G57930,APO2,ACCUMULATION OF PHOTOSYSTEM ONE 2
AT5G61930,APO3,ACCUMULATION OF PHOTOSYSTEM ONE 3
AT3G21740,APO4,ACCUMULATION OF PHOTOSYSTEM ONE 4
AT4G36760,APP1,aminopeptidase P1
AT3G05350,APP2,Aminopeptidase P2 [Source:UniProtKB/Swiss-Prot;Acc:Q8RY11]
AT4G24640,APPB1,
AT1G77360,APPR6,Arabidopsis pentatricopeptide repeat 6
AT5G14530,APRF1,Protein ANTHESIS POMOTING FACTOR 1 [Source:UniProtKB/Swiss-Prot;Acc:Q9LYK6]
AT1G34780,APRL4,APR-like 4
AT3G03860,APRL5,APR-like 5
AT4G08930,APRL6,APR-like 6
AT5G18120,APRL7,APR-like 7
AT4G18020,APRR2,
AT5G49240,APRR4,pseudo-response regulator 4
AT1G68210,APRR6,pseudo-response regulator 6
AT4G00760,APRR8,pseudo-response regulator 8
AT3G22890,APS1,ATP sulfurylase 1
AT1G05610,APS2,ADP-glucose pyrophosphorylase small subunit 2
AT1G19920,APS2,
AT4G14680,APS3,
AT5G43780,APS4,
AT1G27450,APT1,adenine phosphoribosyl transferase 1
AT1G80050,APT2,adenine phosphoribosyl transferase 2
AT4G22570,APT3,adenine phosphoribosyl transferase 3
AT4G12440,APT4,adenine phosphoribosyl transferase 4
AT5G11160,APT5,adenine phosphoribosyltransferase 5
AT5G01310,APTX,APRATAXIN-like
AT5G64490,APUM26,Pumilio homolog 26 [Source:UniProtKB/Swiss-Prot;Acc:Q9FGE7]
AT1G07890,APX1,ascorbate peroxidase 1
AT3G09640,APX2,ascorbate peroxidase 2
AT4G35000,APX3,ascorbate peroxidase 3
AT4G35970,APX5,ascorbate peroxidase 5
AT4G32320,APX6,ascorbate peroxidase 6
AT3G04080,APY1,apyrase 1
AT5G18280,APY2,apyrase 2
AT1G14240,APY3,Probable apyrase 3 [Source:UniProtKB/Swiss-Prot;Acc:Q9XI62]
AT1G14230,APY4,Probable apyrase 4 [Source:UniProtKB/Swiss-Prot;Acc:Q8H1D8]
AT1G14250,APY5,Probable apyrase 5 [Source:UniProtKB/Swiss-Prot;Acc:Q6NQA8]
AT2G02970,APY6,Probable apyrase 6 [Source:UniProtKB/Swiss-Prot;Acc:O80612]
AT4G19180,APY7,Probable apyrase 7 [Source:UniProtKB/Swiss-Prot;Acc:F4JSH1]
AT4G38220,AQI,aquaporin interactor
AT4G26780,AR192,
AT1G66680,AR401,
AT2G26530,AR781,
AT1G52080,AR791,
AT4G16130,ARA1,arabinose kinase
AT5G67360,ARA12,
AT1G06400,ARA-2,
AT2G43130,ARA4,
AT3G54840,ARA6,
AT4G19640,ARA7,
AT1G28670,ARAB-1,
AT2G44900,ARABIDILLO-1,ARABIDILLO-1
AT3G60350,ARABIDILLO-2,ARABIDILLO-2
AT2G17800,ARAC1,Arabidopsis RAC-like 1
AT1G75840,ARAC5,RAC-like GTP binding protein 5
AT2G44690,ARAC9,Arabidopsis RAC-like 9
AT2G35100,ARAD1,ARABINAN DEFICIENT 1
AT5G44930,ARAD2,ARABINAN DEFICIENT 2
AT2G32480,ARASP,ARABIDOPSIS SERIN PROTEASE
AT1G05140,ARASP2,"Probable membrane metalloprotease ARASP2, chloroplastic [Source:UniProtKB/Swiss-Prot;Acc:O23053]"
AT1G75010,ARC3,ACCUMULATION AND REPLICATION OF CHLOROPLASTS 3
AT3G19720,ARC5,ACCUMULATION AND REPLICATION OF CHLOROPLAST 5
AT5G42480,ARC6,ACCUMULATION AND REPLICATION OF CHLOROPLASTS 6
AT4G11890,ARCK1,ABA- AND  OSMOTIC-STRESS-INDUCIBLE RECEPTOR-LIKE CYTOSOLIC KINASE1
AT4G14716,ARD1,acireductone dioxygenase 1
AT2G26400,ARD3,acireductone dioxygenase 3
AT5G43850,ARD4,
AT3G56850,AREB3,ABA-responsive element binding protein 3
AT1G23490,ARF1,ADP-ribosylation factor 1
AT1G59750,ARF1,auxin response factor 1
AT2G28350,ARF10,auxin response factor 10
AT2G46530,ARF11,auxin response factor 11
AT1G34310,ARF12,auxin response factor 12
AT1G34170,ARF13,AUXIN RESPONSE FACTOR 13
AT1G35540,ARF14,auxin response factor 14
AT1G35520,ARF15,auxin response factor 15
